Unnamed: 0.1,Year_leisure,Period_leisure,Label_leisure,Value_leisure,date,Year_service,Period_service,Label_service,Value_service,Unnamed: 0,name,year,start date,end date,type,distance,size,smoke estimate,start_date_ym,end_date_ym
52221,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49342,TRIMAC (1),2015,2015-05-01,2015-10-31,Wildfire,161.15941026189313,32.780533414882505,4.050851100412958,2015-05,2015-10
52222,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49350,Government Pond (2),2015,2015-10-13,2015-10-31,Wildfire,262.9022358522231,35.608960191746924,4.033861408668052,2015-10,2015-10
52237,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49393,DEWSHINE (1),2015,2015-05-01,2015-10-31,Wildfire,143.1365035129454,26.875374350740547,4.04694011256938,2015-05,2015-10
52238,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49394,Tabor Creek (2),2015,2015-10-18,2015-10-31,Wildfire,401.6277340619572,26.871890658940654,4.016726864444324,2015-10,2015-10
52240,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49401,LA PUERTA (1),2015,2015-05-01,2015-10-31,Wildfire,448.3599595201378,26.35274592532489,4.014693967071418,2015-05,2015-10
52243,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49406,Inman (5),2015,2015-06-26,2015-10-31,Wildfire,626.7187938492795,25.741076440184816,4.0102681923267705,2015-06,2015-10
52248,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49414,Hawkeye (2),2015,2015-10-17,2015-10-31,Wildfire,255.4729851081164,25.09837231824249,4.024560691131022,2015-10,2015-10
52250,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49421,Cedar Bayou Fire (1),2015,2015-05-01,2015-10-31,Wildfire,468.89371810275526,24.639831407260782,4.013137215565053,2015-05,2015-10
52257,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49440,Old River Fire (1),2015,2015-05-01,2015-10-31,Wildfire,461.9836428551127,22.48510630332505,4.012167696113852,2015-05,2015-10
52263,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49457,Seven Mile (5),2015,2015-10-16,2015-10-31,Wildfire,264.36274258891444,20.858050841782592,4.019724839663032,2015-10,2015-10
52271,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49484,Gobbler Mnt (5),2015,2015-12-12,2015-10-31,Wildfire,570.2072671065768,18.845336759157384,4.008262494116738,2015-12,2015-10
52272,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49486,WHITETAIL (1),2015,2015-05-01,2015-10-31,Wildfire,166.05709832574362,18.59084152204458,4.027988628172907,2015-05,2015-10
52279,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49501,Jeff Friend Fire (1),2015,2015-05-01,2015-10-31,Wildfire,575.1712177240399,17.607821855381513,4.007653295798187,2015-05,2015-10
52284,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49519,Wooly Creek  (1),2015,2015-12-20,2015-10-31,Wildfire,340.6020197483522,16.00703842503026,4.011749077733638,2015-12,2015-10
52285,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49523,Garrett Road (2),2015,2015-10-21,2015-10-31,Wildfire,436.0153446856244,15.964855700417935,4.009153838216364,2015-10,2015-10
52290,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49539,Black Widow (2),2015,2015-09-30,2015-10-31,Wildfire,276.8454887297061,15.2760496779373,4.0137947431869225,2015-09,2015-10
52296,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49555,Fairview (2),2015,2015-11-25,2015-10-31,Wildfire,364.2014659400358,14.40795855513463,4.009890101978273,2015-11,2015-10
52302,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49593,Peterson Fire (1),2015,2015-05-01,2015-10-31,Wildfire,554.4256838600431,12.709019517984109,4.005730713731325,2015-05,2015-10
52306,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49602,Link Fire (2),2015,2015-10-07,2015-10-31,Wildfire,280.95319859947926,12.186996934467167,4.0108443301190535,2015-10,2015-10
52317,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49635,Pinon Well 1 (2),2015,2015-05-01,2015-10-31,Wildfire,468.8169258783617,10.87426898489838,4.005798782202949,2015-05,2015-10
52321,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49642,LONGHORN CAMP (1),2015,2015-05-01,2015-10-31,Wildfire,154.63088938098107,10.665424343498469,4.017243359955754,2015-05,2015-10
52325,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49650,Daxton (5),2015,2015-10-08,2015-10-31,Wildfire,275.3206628280418,10.284621436949076,4.009338766414503,2015-10,2015-10
52333,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49669,Tom Wise (2),2015,2015-10-14,2015-10-31,Wildfire,263.6967696211634,9.46330494575098,4.008971767988802,2015-10,2015-10
52337,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49679,Boat Ramp Fire (2),2015,2015-09-06,2015-10-31,Wildfire,255.2482427402938,9.086810769578117,4.008899973876435,2015-09,2015-10
52338,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49682,Minnie Canyon (2),2015,2015-12-31,2015-10-31,Wildfire,499.8903067532056,9.038485403252206,4.004520234379997,2015-12,2015-10
52340,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49684,Oak Harbor Fire (1),2015,2015-05-01,2015-10-31,Wildfire,464.09731861157513,8.88034491133083,4.004783665276228,2015-05,2015-10
52342,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49688,Little Blakely Fire (2),2015,2015-08-19,2015-10-31,Wildfire,266.9326957219255,8.723365170117535,4.008170004377438,2015-08,2015-10
52352,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49722,County Road 32 (2),2015,2015-05-01,2015-10-31,Wildfire,201.1797324206105,7.1971333032463365,4.008943660994885,2015-05,2015-10
52353,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49735,Sisters (5),2015,2015-10-15,2015-10-31,Wildfire,264.0205685983171,11.781618413993227,4.011155966442825,2015-10,2015-10
52355,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49744,Mt. Pleasant (2),2015,2015-05-01,2015-10-31,Wildfire,295.9589735897735,6.2294306838114375,4.005262072820646,2015-05,2015-10
52357,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49750,Landfill Rd. (2),2015,2015-10-17,2015-10-31,Wildfire,276.1347462263941,5.938446559369325,4.005376402861757,2015-10,2015-10
52358,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49753,LARRR-FY16-WF-Yates Fire (1),2015,2015-05-01,2015-10-31,Wildfire,217.8576647884157,5.774289299333856,4.006626217747424,2015-05,2015-10
52359,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49754,Village Road (2),2015,2015-10-14,2015-10-31,Wildfire,437.6507893879965,5.76322620892815,4.003292137446494,2015-10,2015-10
52362,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49767,WAGONEER (2),2015,2015-06-21,2015-10-31,Wildfire,586.7352091453469,5.091554386265864,4.002169443007213,2015-06,2015-10
52371,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49784,GARCENO (1),2015,2015-05-01,2015-10-31,Wildfire,448.5248228306515,4.757465826572371,4.00265172939401,2015-05,2015-10
52372,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49796,3 CREEKS (1),2015,2015-05-01,2015-10-31,Wildfire,154.52262125623173,4.488708534504472,4.00726221911396,2015-05,2015-10
52376,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49805,513 (2),2015,2015-08-26,2015-10-31,Wildfire,248.9495956040826,4.227096688288834,4.004244932270358,2015-08,2015-10
52378,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49815,Rob's Gater Farm WF (1),2015,2015-05-01,2015-10-31,Wildfire,173.81720464845478,3.9701276817459377,4.005710205284016,2015-05,2015-10
52381,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49826,GLASSCOCK ROAD (1),2015,2015-05-01,2015-10-31,Wildfire,149.60242436187755,3.685382101762231,4.0061586269699205,2015-05,2015-10
52383,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49831,ARFSR-FY15-WF-Overflow Foote Fire (1),2015,2015-05-01,2015-10-31,Wildfire,320.5900471050855,3.512846934317967,4.002739360568145,2015-05,2015-10
52385,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49836,Patton (5),2015,2015-05-01,2015-10-31,Wildfire,287.3837299241977,3.338194597806451,4.002903952320724,2015-05,2015-10
52389,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49850,2015 Zig Zag 1 (1),2015,2015-05-01,2015-10-31,Wildfire,404.6653559726462,2.876167720085124,4.001776880376362,2015-05,2015-10
52392,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49863,Refresher (4),2015,2015-10-07,2015-10-31,Wildfire,275.5926397063692,2.5817593615701147,4.002342006815132,2015-10,2015-10
52393,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49864,6 Mile (2),2015,2015-10-17,2015-10-31,Wildfire,202.77638386090308,2.5808635592461,4.003181908452683,2015-10,2015-10
52394,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49867,Hilltop (2),2015,2015-10-16,2015-10-31,Wildfire,275.0245332554379,2.5296071248281824,4.002299437703689,2015-10,2015-10
52396,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49873,Sugar Sugar (5),2015,2015-10-08,2015-10-31,Wildfire,274.23960999917097,2.4037216158089225,4.002191260423518,2015-10,2015-10
52398,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49881,841 (2),2015,2015-10-17,2015-10-31,Wildfire,410.9709160278873,2.184154194247704,4.001328654966243,2015-10,2015-10
52402,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49900,Elk Road (2),2015,2015-11-14,2015-10-31,Wildfire,437.021502238784,1.886659505877489,4.001079271555411,2015-11,2015-10
52405,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49909,Brownfield (2),2015,2015-10-21,2015-10-31,Wildfire,434.9275003184507,1.7392654432075556,4.000999744464269,2015-10,2015-10
52406,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49912,Hurricane Ridge (5),2015,2015-07-30,2015-10-31,Wildfire,586.8173099210281,1.637483678658456,4.000697612208678,2015-07,2015-10
52407,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49918,Dalton (2),2015,2015-10-18,2015-10-31,Wildfire,372.2146860074287,1.5122671476106573,4.001015722380431,2015-10,2015-10
52408,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49922,Blevins (2),2015,2015-11-15,2015-10-31,Wildfire,368.3874734704768,1.4865625052262907,4.001008830791138,2015-11,2015-10
52412,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49936,AB (2),2015,2015-11-15,2015-10-31,Wildfire,440.3156651248772,1.2738024998088644,4.00072323255831,2015-11,2015-10
52413,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49937,MONTANA CREEK - WF2015 (1),2015,2015-05-01,2015-10-31,Wildfire,156.87339277939998,1.2674983383821394,4.002019938365463,2015-05,2015-10
52415,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49941,LACHLAN (1),2015,2015-05-01,2015-10-31,Wildfire,151.77254809692005,1.2472954198493182,4.002054547142236,2015-05,2015-10
52417,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49944,CHARMWOOD - WF2015 (1),2015,2015-05-01,2015-10-31,Wildfire,144.643328068889,1.2309493349312024,4.002127559824856,2015-05,2015-10
52418,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49948,Dorris A (1),2015,2015-05-01,2015-10-31,Wildfire,164.58336849385054,1.179273913472577,4.0017913017643645,2015-05,2015-10
52422,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49956,ROOTER (1),2015,2015-05-01,2015-10-31,Wildfire,157.69949533669634,1.108999818085716,4.001758090309227,2015-05,2015-10
52423,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49958,Daley (5),2015,2015-10-16,2015-10-31,Wildfire,259.0943414305136,1.043662045719814,4.001007028984073,2015-10,2015-10
52424,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49960,Briley Road (2),2015,2015-10-15,2015-10-31,Wildfire,235.4793152315503,1.0251600716775866,4.001088375926639,2015-10,2015-10
52426,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49978,Fawn (2),2015,2015-11-14,2015-10-31,Wildfire,435.9700295478733,0.77523009531457,4.000444543227042,2015-11,2015-10
52430,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,49990,Natural Bridge  (1),2015,2015-10-18,2015-10-31,Wildfire,460.6958537476803,0.6439835981068831,4.000349462445162,2015-10,2015-10
52444,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,50027,LAYNE LOOP (1),2015,2015-05-01,2015-10-31,Wildfire,154.23165574585624,0.3389528393309523,4.000549421643845,2015-05,2015-10
52451,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,50040,Little Indian (2),2015,2015-10-13,2015-10-31,Wildfire,411.0404485267647,0.2376007230684242,4.000144511765156,2015-10,2015-10
52452,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,50041,Pier (1),2015,2015-05-01,2015-10-31,Wildfire,606.358091916828,0.2287443604297959,4.000094310756086,2015-05,2015-10
52453,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,50045,Union Hill (5),2015,2015-10-14,2015-10-31,Wildfire,250.8120148245121,0.2008636781591649,4.00020021337325,2015-10,2015-10
52455,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,50049,SQUEAKY (1),2015,2015-05-01,2015-10-31,Wildfire,156.84796011624388,0.1908122322250825,4.00030413566119,2015-05,2015-10
52456,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,50057,Blair (2),2015,2015-11-09,2015-10-31,Wildfire,365.3742445758323,0.1588789839327985,4.000108709758755,2015-11,2015-10
52458,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,50063,YUCCA (2),2015,2015-05-06,2015-10-31,Wildfire,551.0878533174233,0.1392829188797055,4.000063185442231,2015-05,2015-10
52476,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,50189,Richardson Bottoms (3),2015,2015-11-01,2015-10-31,Wildfire,253.443494579274,0.0041719962411201,4.000004115312023,2015-11,2015-10
52477,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,50190,Crystal (3),2015,2015-08-04,2015-10-31,Wildfire,282.2465903630426,0.003299780714061,4.000002922781733,2015-08,2015-10
52481,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,50196,White Hill (1),2015,2015-05-01,2015-10-31,Wildfire,207.656310088651,0.0001277007163164,4.000000153740472,2015-05,2015-10
52482,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,50197,LA GRULLA (1),2015,2015-05-01,2015-10-31,Wildfire,454.78525612156767,1.417177811039454e-06,4.000000000779036,2015-05,2015-10
52485,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,64982,HIDDEN PINES (1),2015,2015-10-13,2015-10-31,Wildfire,180.47244593782264,3807.20625696694,9.273943949148087,2015-10,2015-10
52487,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,64989,HEAD OF THE RIVER RANCH (1),2015,2015-08-15,2015-10-31,Wildfire,224.79716487388964,5205.6958506296905,9.789325516571868,2015-08,2015-10
52488,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,64990,MK (1),2015,2015-08-23,2015-10-31,Wildfire,231.9399636898096,1311.2304413147451,5.41332957509249,2015-08,2015-10
52489,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,64991,EATON CEMETERY (1),2015,2015-08-28,2015-10-31,Wildfire,170.1061985037914,10441.416849583458,19.34543852814208,2015-08,2015-10
52490,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,64994,IMPACT (1),2015,2015-10-15,2015-10-31,Wildfire,448.06248054923856,7241.980096385571,8.040719994847757,2015-10,2015-10
52491,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,64996,FULLER (1),2015,2015-10-19,2015-10-31,Wildfire,100.023028129222,1595.988419479725,7.989052444547648,2015-10,2015-10
52492,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,64999,62ND ROAD (1),2015,2015-11-11,2015-10-31,Wildfire,324.5921897935422,4189.268274944254,7.226562750638616,2015-11,2015-10
52495,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65003,VOLZ FIRE (1),2015,2015-11-11,2015-10-31,Wildfire,327.6836824387448,1662.281777561281,5.26820609832473,2015-11,2015-10
52499,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65011,CHIMNEY CREEK TWO (1),2015,2015-09-02,2015-10-31,Wildfire,143.48770357226704,1789.492875200316,7.117850572991861,2015-09,2015-10
52501,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65013,LOG CABIN (1),2015,2015-08-22,2015-10-31,Wildfire,158.3187507641204,3390.952169951147,9.354628168781058,2015-08,2015-10
52502,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65017,BARRY (1),2015,2015-09-14,2015-10-31,Wildfire,90.29697034944682,2039.8675742286453,9.647663388744975,2015-09,2015-10
52505,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65023,MERTZ (1),2015,2015-10-07,2015-10-31,Wildfire,256.8567320706426,2674.921749298397,6.603515321298568,2015-10,2015-10
52512,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65032,SUNDAY EVENING (1),2015,2015-12-21,2015-10-31,Wildfire,328.1383753277232,2348.382925132408,5.789171201621111,2015-12,2015-10
52514,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65037,LITTLE DEER (1),2015,2015-11-11,2015-10-31,Wildfire,288.32771187769066,3709.072741413921,7.216021725122383,2015-11,2015-10
52515,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65038,RED CANYON (1),2015,2015-06-15,2015-10-31,Wildfire,603.7160931011553,13506.84616141071,9.593211078749386,2015-06,2015-10
52517,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65040,WOLF CREEK (1),2015,2015-11-11,2015-10-31,Wildfire,294.7563809633621,18077.258461385445,19.33237245136385,2015-11,2015-10
52520,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65044,COFFE CROSSING FIRE (1),2015,2015-10-17,2015-10-31,Wildfire,237.71580991441863,1255.3675900159628,5.320239901658113,2015-10,2015-10
52524,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65048,LIBERTY HILL (1),2015,2015-10-13,2015-10-31,Wildfire,247.13906389341008,711.3030349038829,4.7195372351279365,2015-10,2015-10
52525,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65049,ABRAMS (1),2015,2015-11-11,2015-10-31,Wildfire,281.69694963435484,3975.234818230834,7.5279356267353315,2015-11,2015-10
52531,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65055,SHEPERD TOWN FIRE (1),2015,2015-10-13,2015-10-31,Wildfire,227.9714907951961,679.2960884756992,4.744935349269135,2015-10,2015-10
52532,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65057,BAR-F (1),2015,2015-11-11,2015-10-31,Wildfire,294.5400369930072,3393.711520038795,6.880518005875858,2015-11,2015-10
52535,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65062,NAVAJO RIVER (2),2015,2015-08-18,2015-10-31,Wildfire,637.2749949198727,1679.232068600616,4.658754886817642,2015-08,2015-10
52546,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65075,STANFORD CREEK FIRE (1),2015,2015-10-18,2015-10-31,Wildfire,459.9579669903862,935.3988954530992,4.508415421942594,2015-10,2015-10
52553,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65083,FORT MCKAVETT COMPLEX (1),2015,2015-08-02,2015-10-31,Wildfire,254.16533107181428,8225.332666667346,12.090533661673238,2015-08,2015-10
52554,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65084,BROWN RANCH (1),2015,2015-08-11,2015-10-31,Wildfire,270.5800202361009,17881.05622268667,20.52104265411405,2015-08,2015-10
52555,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65085,WEST (1),2015,2015-08-14,2015-10-31,Wildfire,293.9041570174898,3877.067065972268,7.297900840631483,2015-08,2015-10
52556,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65086,BUCKHOLT (1),2015,2015-08-27,2015-10-31,Wildfire,294.7808316588868,1647.6481720115753,5.397350162440509,2015-08,2015-10
52557,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,65087,PRICKLEY PEAR (1),2015,2015-08-28,2015-10-31,Wildfire,294.19439474498427,3193.3664716105745,6.713653394364185,2015-08,2015-10
52582,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,73528,Whitetail (4),2015,2015-05-01,2015-10-31,Likely Wildfire,490.544730566918,210.762690640666,3.107412574994481,2015-05,2015-10
52589,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,73535,Rock Pile Mtn. (1),2015,2015-05-01,2015-10-31,Likely Wildfire,174.13146730784158,279.9199814162468,3.401880237018541,2015-05,2015-10
52616,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,73562,Ghost (2),2015,2015-05-01,2015-10-31,Likely Wildfire,622.4880625249485,57.57362104034927,3.0231223795709505,2015-05,2015-10
52651,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,73597,Pine Springs (2),2015,2015-05-01,2015-10-31,Likely Wildfire,453.16274845202463,8.73079890842516,3.004816591245777,2015-05,2015-10
52681,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,73627,Torch (3),2015,2015-05-01,2015-10-31,Likely Wildfire,642.5746708610724,1.5522978591988137,3.000603936760034,2015-05,2015-10
52689,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,73635,WPG313 (1),2015,2015-05-01,2015-10-31,Likely Wildfire,210.8148678378161,0.640845822877551,3.000759962792769,2015-05,2015-10
52690,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,73636,S CURVES (1),2015,2015-05-01,2015-10-31,Likely Wildfire,212.32602476558915,0.639739919831316,3.000753251892388,2015-05,2015-10
52705,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,84004,UNNAMED (8),2015,2015-05-01,2015-10-31,Unknown - Likely Prescribed Fire,283.0060104361863,20752.20631581278,19.33194839557312,2015-05,2015-10
52707,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,84033,UNNAMED (1),2015,2015-05-01,2015-10-31,Unknown - Likely Prescribed Fire,392.2205445824994,4329.3242812306735,3.759496118337604,2015-05,2015-10
52709,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,84042,UNNAMED (1),2015,2015-05-01,2015-10-31,Unknown - Likely Prescribed Fire,288.00611754930185,3516.8960447835693,4.052796304041646,2015-05,2015-10
52711,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,84053,UNNAMED (1),2015,2015-05-01,2015-10-31,Unknown - Likely Prescribed Fire,289.4108591431182,3242.1855151221744,3.8006771452197503,2015-05,2015-10
52713,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,84078,UNNAMED (1),2015,2015-05-01,2015-10-31,Unknown - Likely Prescribed Fire,408.646249493527,2644.685526477821,2.617955340196823,2015-05,2015-10
52715,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,84091,UNNAMED (1),2015,2015-05-01,2015-10-31,Unknown - Likely Prescribed Fire,295.01212887639525,2510.5313850694065,3.127481499346484,2015-05,2015-10
52717,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,84099,UNNAMED (1),2015,2015-05-01,2015-10-31,Unknown - Likely Prescribed Fire,354.2630606111215,2415.7052068962857,2.704739694514772,2015-05,2015-10
52718,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,84100,LALCR FY16 RX MARSH AND PRAIRIE (1),2015,2015-10-17,2015-10-31,Prescribed Fire,314.3375071092568,2413.6534603657924,1.919635269238536,2015-10,2015-10
52723,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,84112,UNNAMED (1),2015,2015-05-01,2015-10-31,Unknown - Likely Prescribed Fire,411.02198633327976,2346.816656937926,2.427427689376083,2015-05,2015-10
52725,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,84123,UNNAMED (2),2015,2015-05-01,2015-10-31,Prescribed Fire,283.777727136068,4317.937452216763,3.8039784656411424,2015-05,2015-10
52730,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,84152,UNNAMED (1),2015,2015-05-01,2015-10-31,Unknown - Likely Prescribed Fire,403.4120723450844,1976.001023377613,2.2245549642892897,2015-05,2015-10
52735,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,84176,UNNAMED (1),2015,2015-05-01,2015-10-31,Unknown - Likely Prescribed Fire,304.583945564541,1814.5263508362768,2.489348320274304,2015-05,2015-10
52736,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,84177,UNNAMED (1),2015,2015-05-01,2015-10-31,Unknown - Likely Prescribed Fire,373.0320517930624,1810.2612791083752,2.213207598654692,2015-05,2015-10
52738,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,84195,UNNAMED (1),2015,2015-05-01,2015-10-31,Unknown - Likely Prescribed Fire,405.29384088941066,1660.5841250979363,2.0243087592040703,2015-05,2015-10
52744,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,84234,UNNAMED (1),2015,2015-05-01,2015-10-31,Unknown - Likely Prescribed Fire,371.37279122337753,1362.0473960745444,1.9169003682173933,2015-05,2015-10
52745,2015,M10,Oct,18000.0,2015-10-01,2015,M10,Oct,131200.0,84237,UNNAMED (2),2015,2015-12-04,2015-10-31,Prescribed Fire,618.7519012161374,2032.9795068046824,0.8214033374317415,2015-12,2015-10
